iter	Passed	Remaining
345	9705	18345
346	9730	18311
347	9752	18272
348	9773	18231
349	9794	18189
350	9815	18149
351	9836	18107
352	9858	18069
353	9878	18027
354	9903	17994
355	9924	17953
356	9949	17920
357	9970	17879
358	9989	17836
359	10010	17796
360	10031	17756
361	10053	17718
362	10073	17677
363	10098	17644
364	10119	17604
365	10138	17562
366	10159	17522
367	10183	17488
368	10201	17445
369	10220	17403
370	10240	17362
371	10259	17320
372	10278	17277
373	10297	17236
374	10334	17224
375	10360	17193
376	10383	17158
377	10401	17116
378	10421	17075
379	10440	17033
380	10465	17002
381	10486	16964
382	10508	16929
383	10528	16889
384	10549	16852
385	10571	16816
386	10594	16780
387	10618	16749
388	10640	16713
389	10661	16675
390	10684	16641
391	10707	16607
392	10731	16574
393	10757	16545
394	10782	16514
395	10805	16480
396	10829	16449
397	10853	16416
398	10880	16388
399	10902	16353
400	10927	16322
401	10948	16286
402	10973	16255
403	10993	16217
404	11012	16178
405	11034	16143
406	11062	16117
407	11091	16093
408	11117	16065
409	11147	16041
410	11176	16017
411	11209	15997
412	11238	15974
413	11265	15945
414	11286	15910
415	11307	15874
416	11330	15840
417	11352	15807
418	11382	15783
419	11403	15748
420	11429	15718
421	11451	15685
422	11472	15649
423	11502	15626
424	11543	15617
425	11580	15604
426	11603	15570
427	11633	15547
428	11656	15514
429	11680	15483
430	11703	15451
431	11727	15418
432	11749	15386
433	11773	15353
434	11796	15321
435	11818	15288
436	11839	15253
437	11861	15220
438	11892	15197
439	11924	15177
440	11957	15157
441	11984	15129
442	12010	15100
443	12034	15070
444	12060	15042
445	12088	15015
446	12113	14986
447	12137	14954
448	12162	14925
449	12188	14896
450	12209	14862
451	12234	14833
452	12259	14803
453	12281	14770
454	12302	14736
455	12323	14702
456	12344	14667
457	12364	14632
458	12388	14601
459	12410	14568
460	12430	14533
461	12452	14500
462	12477	14472
463	12503	14444
464	12529	14416
465	12557	14390
466	12585	14364
467	12613	14338
468	12639	14310
469	12669	14287
470	12697	14261
471	12720	14229
472	12742	14196
473	12764	14164
474	12782	14127
475	12803	14095
476	12824	14061
477	12843	14025
478	12863	13991
479	12884	13958
480	12913	13934
481	12941	13907
482	12973	13886
483	12995	13854
484	13016	13821
485	13038	13789
486	13058	13755
487	13082	13726
488	13106	13695
489	13127	13662
490	13147	13629
491	13168	13596
492	13188	13562
493	13207	13528
494	13229	13496
495	13249	13463
496	13271	13431
497	13292	13399
498	13312	13365
499	13332	13332
500	13354	13300
501	13381	13275
502	13407	13247
503	13429	13216
504	13454	13188
505	13476	13157
506	13500	13127
507	13525	13099
508	13546	13067
509	13566	13034
510	13586	13001
511	13607	12969
512	13626	12936
513	13651	12907
514	13672	12875
515	13692	12843
516	13711	12809
517	13731	12776
518	13750	12744
519	13771	12712
520	13796	12684
521	13819	12654
522	13843	12625
523	13866	12596
524	13890	12567
525	13916	12540
526	13939	12511
527	13962	12481
528	13989	12455
529	14012	12426
530	14035	12396
531	14056	12365
532	14079	12336
533	14100	12304
534	14121	12273
535	14144	12244
536	14163	12211
537	14182	12179
538	14202	12147
539	14221	12114
540	14240	12082
541	14260	12050
542	14284	12022
543	14306	11992
544	14327	11961
545	14351	11933
546	14372	11902
547	14393	11871
548	14414	11841
549	14438	11813
550	14462	11785
551	14484	11755
552	14505	11725
553	14526	11694
554	14546	11663
555	14566	11632
556	14585	11600
557	14608	11571
558	14626	11538
559	14644	11506
560	14663	11474
561	14683	11443
562	14703	11412
563	14722	11381
564	14744	11352
565	14763	11320
566	14781	11288
567	14803	11258
568	14824	11229
569	14846	11199
570	14867	11170
571	14888	11140
572	14908	11109
573	14926	11077
574	14945	11046
575	14963	11014
576	14983	10984
577	15005	10955
578	15027	10926
579	15046	10895
580	15067	10865
581	15085	10834
582	15102	10802
583	15122	10772
584	15142	10742
585	15175	10721
586	15203	10696
587	15236	10675
588	15258	10647
589	15288	10624
590	15308	10594
591	15328	10563
592	15346	10533
593	15364	10501
594	15384	10471
595	15403	10440
596	15424	10412
597	15445	10383
598	15464	10352
599	15483	10322
600	15503	10292
601	15522	10262
602	15542	10232
603	15564	10204
604	15583	10174
605	15602	10143
606	15620	10113
607	15641	10084
608	15663	10056
609	15684	10028
610	15709	10001
611	15730	9972
612	15749	9943
613	15768	9913
614	15789	9884
615	15809	9855
616	15829	9826
617	15852	9798
618	15873	9770
619	15891	9739
620	15913	9712
621	15932	9682
622	15952	9653
623	15974	9625
624	16000	9600
625	16022	9572
626	16042	9543
627	16063	9515
628	16084	9486
629	16104	9458
630	16126	9430
631	16149	9403
632	16167	9373
633	16185	9343
634	16204	9314
635	16222	9284
636	16240	9254
637	16260	9226
638	16279	9196
639	16300	9169
640	16319	9140
641	16337	9110
642	16356	9081
643	16375	9052
644	16393	9022
645	16411	8993
646	16435	8967
647	16453	8937
648	16473	8909
649	16493	8881
650	16511	8851
651	16530	8822
652	16550	8794
653	16573	8768
654	16593	8739
655	16611	8710
656	16632	8683
657	16651	8654
658	16670	8626
659	16688	8597
660	16710	8570
661	16729	8541
662	16747	8512
663	16766	8484
664	16784	8455
665	16802	8426
666	16820	8397
667	16844	8371
668	16864	8344
669	16883	8315
670	16901	8287
671	16921	8259
672	16939	8230
673	16958	8202
674	16981	8176
675	17001	8148
676	17019	8120
677	17038	8092
678	17057	8064
679	17076	8035
680	17094	8007
681	17116	7980
682	17136	7953
683	17154	7925
684	17172	7896
685	17191	7869
686	17209	7840
687	17227	7812
688	17248	7785
689	17270	7759
690	17289	7731
691	17308	7703
692	17327	7675
693	17345	7647
694	17364	7620
695	17385	7593
696	17408	7567
697	17427	7540
698	17446	7512
699	17464	7484
700	17482	7456
701	17502	7429
702	17522	7403
703	17544	7376
704	17563	7349
705	17582	7321
706	17600	7294
707	17619	7266
708	17639	7239
709	17659	7213
710	17689	7190
711	17718	7167
712	17748	7144
713	17772	7118
714	17799	7094
715	17821	7068
716	17842	7042
717	17861	7015
718	17880	6988
719	17902	6962
720	17925	6936
721	17948	6910
722	17972	6885
723	17993	6859
724	18016	6833
725	18036	6807
726	18057	6780
727	18076	6753
728	18099	6728
729	18118	6701
730	18137	6674
731	18155	6647
732	18179	6621
733	18197	6594
734	18215	6567
735	18238	6542
736	18257	6515
737	18276	6488
738	18295	6461
739	18314	6434
740	18331	6407
741	18350	6380
742	18371	6354
743	18392	6328
744	18410	6301
745	18429	6275
746	18449	6248
747	18470	6222
748	18490	6196
749	18514	6171
750	18535	6145
751	18554	6119
752	18572	6092
753	18590	6065
754	18610	6039
755	18628	6012
756	18651	5987
757	18669	5960
758	18689	5934
759	18710	5908
760	18729	5882
761	18758	5859
762	18790	5836
763	18811	5810
764	18831	5784
765	18851	5758
766	18869	5732
767	18887	5705
768	18906	5679
769	18928	5654
770	18947	5627
771	18966	5601
772	18985	5575
773	19003	5548
774	19024	5523
775	19044	5497
776	19075	5474
777	19099	5449
778	19117	5423
779	19136	5397
780	19154	5371
781	19172	5344
782	19191	5318
783	19213	5293
784	19232	5267
785	19251	5241
786	19270	5215
787	19289	5189
788	19308	5163
789	19326	5137
790	19349	5112
791	19367	5086
792	19388	5061
793	19408	5035
794	19426	5009
795	19445	4983
796	19464	4957
797	19487	4932
798	19505	4906
799	19525	4881
800	19544	4855
801	19563	4829
802	19582	4804
803	19603	4778
804	19624	4753
805	19643	4727
806	19660	4701
807	19679	4676
808	19697	4650
809	19715	4624
810	19735	4599
811	19758	4574
812	19776	4548
813	19797	4523
814	19819	4499
815	19839	4473
816	19858	4448
817	19878	4422
818	19900	4397
819	19917	4372
820	19936	4346
821	19954	4321
822	19972	4295
823	19991	4269
824	20010	4244
825	20049	4223
826	20081	4200
827	20111	4177
828	20136	4153
829	20160	4129
830	20182	4104
831	20204	4079
832	20226	4055
833	20248	4030
834	20270	4005
835	20291	3980
836	20313	3955
837	20334	3931
838	20353	3905
839	20371	3880
840	20390	3855
841	20409	3829
842	20428	3804
843	20454	3780
844	20472	3755
845	20491	3730
846	20510	3704
847	20529	3679
848	20549	3654
849	20566	3629
850	20589	3604
851	20607	3579
852	20625	3554
853	20643	3529
854	20662	3504
855	20680	3478
856	20697	3453
857	20718	3428
858	20750	3406
859	20776	3382
860	20800	3358
861	20820	3333
862	20838	3308
863	20859	3283
864	20881	3258
865	20900	3234
866	20918	3208
867	20936	3183
868	20954	3158
869	20973	3133
870	20994	3109
871	21015	3084
872	21034	3059
873	21051	3034
874	21073	3010
875	21094	2986
876	21113	2961
877	21133	2936
878	21154	2912
879	21173	2887
880	21191	2862
881	21210	2837
882	21229	2812
883	21247	2788
884	21266	2763
885	21288	2739
886	21307	2714
887	21326	2689
888	21344	2665
889	21362	2640
890	21381	2615
891	21401	2591
892	21422	2566
893	21441	2542
894	21460	2517
895	21479	2493
896	21498	2468
897	21516	2444
898	21535	2419
899	21557	2395
900	21575	2370
901	21593	2346
902	21612	2321
903	21630	2297
904	21648	2272
905	21666	2247
906	21688	2223
907	21707	2199
908	21725	2174
909	21744	2150
910	21762	2126
911	21782	2101
912	21801	2077
913	21821	2053
914	21844	2029
915	21863	2004
916	21882	1980
917	21900	1956
918	21918	1931
919	21936	1907
920	21955	1883
921	21976	1859
922	21997	1835
923	22016	1810
924	22034	1786
925	22053	1762
926	22072	1738
927	22092	1714
928	22111	1689
929	22130	1665
930	22149	1641
931	22168	1617
932	22186	1593
933	22205	1569
934	22224	1545
935	22243	1520
936	22281	1498
937	22310	1474
938	22338	1451
939	22362	1427
940	22385	1403
941	22404	1379
942	22426	1355
943	22448	1331
944	22470	1307
945	22491	1283
946	22518	1260
947	22538	1236
948	22561	1212
949	22582	1188
950	22602	1164
951	22620	1140
952	22638	1116
953	22656	1092
954	22675	1068
955	22698	1044
956	22718	1020
957	22736	996
958	22754	972
959	22774	948
960	22796	925
961	22816	901
962	22844	877
963	22873	854
964	22897	830
965	22915	806
966	22934	782
967	22952	758
968	22973	734
969	22996	711
970	23016	687
971	23034	663
972	23054	639
973	23073	615
974	23092	592
975	23110	568
976	23133	544
977	23151	520
978	23169	497
979	23187	473
980	23205	449
981	23225	425
982	23243	401
983	23262	378
984	23283	354
985	23302	330
986	23321	307
987	23342	283
988	23361	259
989	23379	236
990	23400	212
991	23420	188
992	23439	165
993	23458	141
994	23475	117
995	23493	94
996	23511	70
997	23529	47
998	23552	23
999	23570	0
